date,max_profit,max_profit_time,avg_profit,final_profit,early_avg,mid_avg,late_avg,data_points
20230727,336.0,2023/12/25 13:38,25.45230923694779,325.0,-63.52914343639128,1.1153091265947006,140.03715012722645,5997
20231227,196.0,2024-02-05 11:24:25.863743,-413.9040673211781,-1846.0,-164.88187976291277,-242.32163265306122,-849.0064710957722,7223
20240325,316.0,2024-06-20 14:54:10.540824,-87.86574820460208,313.0,-3.3892083149049093,-161.8865096359743,-96.02155365963179,6908
20240620,403.0,2024/9/18 13:10,152.17560847945563,,50.65192926045016,120.71984732824427,284.379636937648,4140
20240926,16071.0,2024/11/12 9:40,1492.0587141339001,746.0,287.03305118903666,568.492963252541,3642.3800723182003,7553
20241226,1940.0,2025/1/21 9:40,-69.04812166609919,-511.0,135.42528340776366,-74.65205754432921,-267.7674338715218,8823
20250331,420.0,2025/4/7 14:26,-9.377771090380179,-828.0,107.03220905499848,36.985242030696575,-173.56717325227964,9970
20250701,13082.0,2025/9/17 9:41,722.3242081659348,1844.0,-17.808040770101925,568.8293956043956,1620.899178702917,10703
20250925,168.0,2025-09-29 14:06:11.048046,-210.93597233814236,-411.0,-120.931744312026,-297.6075061381971,-211.70256595590894,8388
