date,max_profit,max_profit_time,avg_profit,final_profit,early_avg,mid_avg,late_avg,data_points,profit_positive_pct
20230727,276.0,2023/12/11 9:45,116.32791237968802,,-9.521281922884327,118.78378378378379,242.14920797138478,6093,78.1716724109634
20231227,2113.0,2024-03-07 09:47:23.130583,-44.16057104010877,,-24.169002473206923,-115.34381217668125,9.806291390728477,7432,25.242195909580197
20240325,1552.0,2024-05-14 09:41:25.120728,-39.226388093875215,,-24.19800693240901,-16.70025295109612,-77.4055459272097,7055,10.163004961020553
20240620,153.0,2024/9/19 9:43,-18.886205294937298,-372.0,-12.864903502501788,-40.163734776725306,-2.773967809657103,4547,20.694963712337806
20240926,4370.0,2024/11/12 9:42,-51.840681098204854,-12.0,-63.428686219365204,-31.844392704695384,-60.8796812749004,7610,12.575558475689883
20241226,138.0,2025/1/6 10:17,2.1857385398981326,-235.0,54.54162384378212,37.65285666555296,-86.41498460485802,8858,65.8049221043125
20250331,426.0,2025/4/7 9:44,-27.568104312938818,-70.0,31.30264357338195,16.030392446149307,-131.36717325227963,9970,56.75025075225677
20250701,3350.0,2025/9/18 9:40,24.29160048584509,115.0,-0.008491367110104727,-25.596153846153847,100.05467422096318,10705,50.621205044371784
20250925,2052.0,2025/10/29 9:40,-65.0476758045292,-139.0,-22.098230408089563,-60.60883280757098,-112.58778901734104,8393,10.103657810079829
